Timestamp,Data,Loss
1749857067,2025-06-13 20:24:27,0.0
1749857380,2025-06-13 20:29:40,0.0
1749857819,2025-06-13 20:36:59,0.0
1749858172,2025-06-13 20:42:52,0.0
1749858273,2025-06-13 20:44:33,0.0
1749858803,2025-06-13 20:53:23,0.0
1749859315,2025-06-13 21:01:55,0.0
1749859470,2025-06-13 21:04:30,0.0
1749860292,2025-06-13 21:18:12,0.0
1749860451,2025-06-13 21:20:51,0.0
1749860703,2025-06-13 21:25:03,0.0
1749861463,2025-06-13 21:37:43,0.0
1749861779,2025-06-13 21:42:59,0.0
1749863299,2025-06-13 22:08:19,0.0
1749864953,2025-06-13 22:35:53,0.0
1749865236,2025-06-13 22:40:36,0.0
1749865715,2025-06-13 22:48:35,0.0
1749865934,2025-06-13 22:52:14,0.0
1749866150,2025-06-13 22:55:50,0.0
1749866615,2025-06-13 23:03:35,0.0
1749866811,2025-06-13 23:06:51,0.0
1749866977,2025-06-13 23:09:37,0.0
1749867344,2025-06-13 23:15:44,0.0
1749867837,2025-06-13 23:23:57,0.0
1749868050,2025-06-13 23:27:30,0.0
1749868268,2025-06-13 23:31:08,0.0
1749868707,2025-06-13 23:38:27,0.0
1749869030,2025-06-13 23:43:50,0.0
1749869225,2025-06-13 23:47:05,0.0
1749869560,2025-06-13 23:52:40,0.0
1749869859,2025-06-13 23:57:39,0.0
1749870006,2025-06-14 00:00:06,0.0
1749870393,2025-06-14 00:06:33,0.0
1749870799,2025-06-14 00:13:19,0.0
1749871071,2025-06-14 00:17:51,0.0
1749871212,2025-06-14 00:20:12,0.0
1749871676,2025-06-14 00:27:56,0.1
1749872001,2025-06-14 00:33:21,0.0
1749872172,2025-06-14 00:36:12,0.0
1749872466,2025-06-14 00:41:06,0.0
1749872906,2025-06-14 00:48:26,0.0
1749873055,2025-06-14 00:50:55,0.0
1749873431,2025-06-14 00:57:11,0.0
1749873679,2025-06-14 01:01:19,0.0
1749874138,2025-06-14 01:08:58,0.0
