Timestamp,Datetime,Hop_Number,Source_IP,Source_Hostname,Dest_IP,Dest_Hostname,Estado_Origem_Viagem,Estado_Destino_Viagem,Estado_Deduzido
1752183041,2025-07-10 18:30:41,5,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,170.79.213.184,cdf1-cmt1-telebras.bkb.rnp.br,AC,TO,
1752183041,2025-07-10 18:30:41,6,170.79.213.184,cdf1-cmt1-telebras.bkb.rnp.br,170.79.214.127,cdf2-cdf1.bkb.rnp.br,AC,TO,
1752183041,2025-07-10 18:30:41,7,170.79.214.127,cdf2-cdf1.bkb.rnp.br,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,AC,TO,
1752183041,2025-07-10 18:30:41,8,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,170.79.214.67,bto1-cto1.bkb.rnp.br,AC,TO,
1752183041,2025-07-10 18:30:41,9,170.79.214.67,bto1-cto1.bkb.rnp.br,200.139.26.243,to-pop-dt-sw-dc-1,AC,TO,TO
1752183041,2025-07-10 18:30:41,10,200.139.26.243,to-pop-dt-sw-dc-1,200.139.26.37,monipe-to-atraso.rnp.br,AC,TO,TO
1752184078,2025-07-10 18:47:58,1,200.139.7.252,No-Hostname,200.139.4.20,No-Hostname,AC,TO,AC
1752184078,2025-07-10 18:47:58,2,200.139.4.20,No-Hostname,170.79.214.218,mxac-bac1.bkb.rnp.br,AC,TO,AC
1752184078,2025-07-10 18:47:58,3,170.79.214.218,mxac-bac1.bkb.rnp.br,170.79.213.243,mxro-mxac-3g-allo.bkb.rnp.br,AC,TO,
1752184078,2025-07-10 18:47:58,4,170.79.213.243,mxro-mxac-3g-allo.bkb.rnp.br,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,AC,TO,
1752184078,2025-07-10 18:47:58,5,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,170.79.213.184,cdf1-cmt1-telebras.bkb.rnp.br,AC,TO,
1752184078,2025-07-10 18:47:58,6,170.79.213.184,cdf1-cmt1-telebras.bkb.rnp.br,170.79.214.127,cdf2-cdf1.bkb.rnp.br,AC,TO,
1752184078,2025-07-10 18:47:58,7,170.79.214.127,cdf2-cdf1.bkb.rnp.br,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,AC,TO,
1752184078,2025-07-10 18:47:58,8,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,170.79.214.67,bto1-cto1.bkb.rnp.br,AC,TO,
1752184078,2025-07-10 18:47:58,9,170.79.214.67,bto1-cto1.bkb.rnp.br,200.139.26.243,to-pop-dt-sw-dc-1,AC,TO,TO
1752184078,2025-07-10 18:47:58,10,200.139.26.243,to-pop-dt-sw-dc-1,200.139.26.37,monipe-to-atraso.rnp.br,AC,TO,TO
1752184507,2025-07-10 18:55:07,1,200.139.7.252,No-Hostname,200.139.4.20,No-Hostname,AC,TO,AC
1752184507,2025-07-10 18:55:07,2,200.139.4.20,No-Hostname,170.79.214.218,mxac-bac1.bkb.rnp.br,AC,TO,AC
1752184507,2025-07-10 18:55:07,3,170.79.214.218,mxac-bac1.bkb.rnp.br,200.143.252.165,ro-ac-oi.bkb.rnp.br,AC,TO,
1752184507,2025-07-10 18:55:07,4,200.143.252.165,ro-ac-oi.bkb.rnp.br,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,AC,TO,
1752184507,2025-07-10 18:55:07,5,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,170.79.213.184,cdf1-cmt1-telebras.bkb.rnp.br,AC,TO,
1752184507,2025-07-10 18:55:07,6,170.79.213.184,cdf1-cmt1-telebras.bkb.rnp.br,170.79.214.127,cdf2-cdf1.bkb.rnp.br,AC,TO,
1752184507,2025-07-10 18:55:07,7,170.79.214.127,cdf2-cdf1.bkb.rnp.br,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,AC,TO,
1752184507,2025-07-10 18:55:07,8,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,170.79.214.67,bto1-cto1.bkb.rnp.br,AC,TO,
1752184507,2025-07-10 18:55:07,9,170.79.214.67,bto1-cto1.bkb.rnp.br,200.139.26.243,to-pop-dt-sw-dc-1,AC,TO,TO
1752184507,2025-07-10 18:55:07,10,200.139.26.243,to-pop-dt-sw-dc-1,200.139.26.37,monipe-to-atraso.rnp.br,AC,TO,TO
1752184971,2025-07-10 19:02:51,1,200.139.7.252,No-Hostname,200.139.4.20,No-Hostname,AC,TO,AC
1752184971,2025-07-10 19:02:51,2,200.139.4.20,No-Hostname,170.79.214.218,mxac-bac1.bkb.rnp.br,AC,TO,AC
1752184971,2025-07-10 19:02:51,3,170.79.214.218,mxac-bac1.bkb.rnp.br,200.143.252.165,ro-ac-oi.bkb.rnp.br,AC,TO,
1752184971,2025-07-10 19:02:51,4,200.143.252.165,ro-ac-oi.bkb.rnp.br,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,AC,TO,
1752184971,2025-07-10 19:02:51,5,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,170.79.213.184,cdf1-cmt1-telebras.bkb.rnp.br,AC,TO,
1752184971,2025-07-10 19:02:51,6,170.79.213.184,cdf1-cmt1-telebras.bkb.rnp.br,170.79.214.127,cdf2-cdf1.bkb.rnp.br,AC,TO,
1752184971,2025-07-10 19:02:51,7,170.79.214.127,cdf2-cdf1.bkb.rnp.br,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,AC,TO,
1752184971,2025-07-10 19:02:51,8,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,170.79.214.67,bto1-cto1.bkb.rnp.br,AC,TO,
1752184971,2025-07-10 19:02:51,9,170.79.214.67,bto1-cto1.bkb.rnp.br,200.139.26.243,to-pop-dt-sw-dc-1,AC,TO,TO
1752184971,2025-07-10 19:02:51,10,200.139.26.243,to-pop-dt-sw-dc-1,200.139.26.37,monipe-to-atraso.rnp.br,AC,TO,TO
1752185900,2025-07-10 19:18:20,1,200.139.7.252,No-Hostname,200.139.4.20,No-Hostname,AC,TO,AC
1752185900,2025-07-10 19:18:20,2,200.139.4.20,No-Hostname,170.79.214.218,mxac-bac1.bkb.rnp.br,AC,TO,AC
1752185900,2025-07-10 19:18:20,3,170.79.214.218,mxac-bac1.bkb.rnp.br,200.143.252.165,ro-ac-oi.bkb.rnp.br,AC,TO,
1752185900,2025-07-10 19:18:20,4,200.143.252.165,ro-ac-oi.bkb.rnp.br,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,AC,TO,
1752185900,2025-07-10 19:18:20,5,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,170.79.213.184,cdf1-cmt1-telebras.bkb.rnp.br,AC,TO,
1752185900,2025-07-10 19:18:20,6,170.79.213.184,cdf1-cmt1-telebras.bkb.rnp.br,170.79.214.127,cdf2-cdf1.bkb.rnp.br,AC,TO,
1752185900,2025-07-10 19:18:20,7,170.79.214.127,cdf2-cdf1.bkb.rnp.br,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,AC,TO,
1752185900,2025-07-10 19:18:20,8,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,170.79.214.67,bto1-cto1.bkb.rnp.br,AC,TO,
1752185900,2025-07-10 19:18:20,9,170.79.214.67,bto1-cto1.bkb.rnp.br,200.139.26.243,to-pop-dt-sw-dc-1,AC,TO,TO
1752185900,2025-07-10 19:18:20,10,200.139.26.243,to-pop-dt-sw-dc-1,200.139.26.37,monipe-to-atraso.rnp.br,AC,TO,TO
1752186196,2025-07-10 19:23:16,1,200.139.7.252,No-Hostname,200.139.4.20,No-Hostname,AC,TO,AC
1752186196,2025-07-10 19:23:16,2,200.139.4.20,No-Hostname,170.79.214.218,mxac-bac1.bkb.rnp.br,AC,TO,AC
1752186196,2025-07-10 19:23:16,3,170.79.214.218,mxac-bac1.bkb.rnp.br,170.79.213.243,mxro-mxac-3g-allo.bkb.rnp.br,AC,TO,
1752186196,2025-07-10 19:23:16,4,170.79.213.243,mxro-mxac-3g-allo.bkb.rnp.br,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,AC,TO,
1752186196,2025-07-10 19:23:16,5,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,170.79.213.184,cdf1-cmt1-telebras.bkb.rnp.br,AC,TO,
1752186196,2025-07-10 19:23:16,6,170.79.213.184,cdf1-cmt1-telebras.bkb.rnp.br,170.79.214.127,cdf2-cdf1.bkb.rnp.br,AC,TO,
1752186196,2025-07-10 19:23:16,7,170.79.214.127,cdf2-cdf1.bkb.rnp.br,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,AC,TO,
1752186196,2025-07-10 19:23:16,8,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,170.79.214.67,bto1-cto1.bkb.rnp.br,AC,TO,
1752186196,2025-07-10 19:23:16,9,170.79.214.67,bto1-cto1.bkb.rnp.br,200.139.26.243,to-pop-dt-sw-dc-1,AC,TO,TO
1752186196,2025-07-10 19:23:16,10,200.139.26.243,to-pop-dt-sw-dc-1,200.139.26.37,monipe-to-atraso.rnp.br,AC,TO,TO
1752186969,2025-07-10 19:36:09,1,200.139.7.252,No-Hostname,200.139.4.20,No-Hostname,AC,TO,AC
1752186969,2025-07-10 19:36:09,2,200.139.4.20,No-Hostname,170.79.214.218,mxac-bac1.bkb.rnp.br,AC,TO,AC
1752186969,2025-07-10 19:36:09,3,170.79.214.218,mxac-bac1.bkb.rnp.br,170.79.213.243,mxro-mxac-3g-allo.bkb.rnp.br,AC,TO,
1752186969,2025-07-10 19:36:09,4,170.79.213.243,mxro-mxac-3g-allo.bkb.rnp.br,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,AC,TO,
1752186969,2025-07-10 19:36:09,5,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,170.79.213.184,cdf1-cmt1-telebras.bkb.rnp.br,AC,TO,
1752186969,2025-07-10 19:36:09,6,170.79.213.184,cdf1-cmt1-telebras.bkb.rnp.br,170.79.214.127,cdf2-cdf1.bkb.rnp.br,AC,TO,
1752186969,2025-07-10 19:36:09,7,170.79.214.127,cdf2-cdf1.bkb.rnp.br,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,AC,TO,
1752186969,2025-07-10 19:36:09,8,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,170.79.214.67,bto1-cto1.bkb.rnp.br,AC,TO,
1752186969,2025-07-10 19:36:09,9,170.79.214.67,bto1-cto1.bkb.rnp.br,200.139.26.243,to-pop-dt-sw-dc-1,AC,TO,TO
1752186969,2025-07-10 19:36:09,10,200.139.26.243,to-pop-dt-sw-dc-1,200.139.26.37,monipe-to-atraso.rnp.br,AC,TO,TO
1752187473,2025-07-10 19:44:33,1,200.139.7.252,No-Hostname,200.139.4.20,No-Hostname,AC,TO,AC
1752187473,2025-07-10 19:44:33,2,200.139.4.20,No-Hostname,170.79.214.218,mxac-bac1.bkb.rnp.br,AC,TO,AC
1752187473,2025-07-10 19:44:33,3,170.79.214.218,mxac-bac1.bkb.rnp.br,200.143.252.165,ro-ac-oi.bkb.rnp.br,AC,TO,
1752187473,2025-07-10 19:44:33,4,200.143.252.165,ro-ac-oi.bkb.rnp.br,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,AC,TO,
1752187473,2025-07-10 19:44:33,5,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,170.79.213.170,mxgo-cmt1-acessonline.bkb.rnp.br,AC,TO,
1752187473,2025-07-10 19:44:33,6,170.79.213.170,mxgo-cmt1-acessonline.bkb.rnp.br,170.79.213.208,cdf1-mxgo-brdigital.bkb.rnp.br,AC,TO,
1752187473,2025-07-10 19:44:33,7,170.79.213.208,cdf1-mxgo-brdigital.bkb.rnp.br,170.79.214.127,cdf2-cdf1.bkb.rnp.br,AC,TO,
1752187473,2025-07-10 19:44:33,8,170.79.214.127,cdf2-cdf1.bkb.rnp.br,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,AC,TO,
1752187473,2025-07-10 19:44:33,9,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,170.79.214.67,bto1-cto1.bkb.rnp.br,AC,TO,
1752187473,2025-07-10 19:44:33,10,170.79.214.67,bto1-cto1.bkb.rnp.br,200.139.26.243,to-pop-dt-sw-dc-1,AC,TO,TO
1752187473,2025-07-10 19:44:33,11,200.139.26.243,to-pop-dt-sw-dc-1,200.139.26.37,monipe-to-atraso.rnp.br,AC,TO,TO
1752187856,2025-07-10 19:50:56,1,200.139.7.252,No-Hostname,200.139.4.20,No-Hostname,AC,TO,AC
1752187856,2025-07-10 19:50:56,2,200.139.4.20,No-Hostname,170.79.214.218,mxac-bac1.bkb.rnp.br,AC,TO,AC
1752187856,2025-07-10 19:50:56,3,170.79.214.218,mxac-bac1.bkb.rnp.br,200.143.252.165,ro-ac-oi.bkb.rnp.br,AC,TO,
1752187856,2025-07-10 19:50:56,4,200.143.252.165,ro-ac-oi.bkb.rnp.br,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,AC,TO,
1752187856,2025-07-10 19:50:56,5,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,170.79.213.184,cdf1-cmt1-telebras.bkb.rnp.br,AC,TO,
1752187856,2025-07-10 19:50:56,6,170.79.213.184,cdf1-cmt1-telebras.bkb.rnp.br,170.79.214.127,cdf2-cdf1.bkb.rnp.br,AC,TO,
1752187856,2025-07-10 19:50:56,7,170.79.214.127,cdf2-cdf1.bkb.rnp.br,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,AC,TO,
1752187856,2025-07-10 19:50:56,8,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,170.79.214.67,bto1-cto1.bkb.rnp.br,AC,TO,
1752187856,2025-07-10 19:50:56,9,170.79.214.67,bto1-cto1.bkb.rnp.br,200.139.26.243,to-pop-dt-sw-dc-1,AC,TO,TO
1752187856,2025-07-10 19:50:56,10,200.139.26.243,to-pop-dt-sw-dc-1,200.139.26.37,monipe-to-atraso.rnp.br,AC,TO,TO
1752188711,2025-07-10 20:05:11,1,200.139.7.252,No-Hostname,200.139.4.20,No-Hostname,AC,TO,AC
1752188711,2025-07-10 20:05:11,2,200.139.4.20,No-Hostname,170.79.214.218,mxac-bac1.bkb.rnp.br,AC,TO,AC
1752188711,2025-07-10 20:05:11,3,170.79.214.218,mxac-bac1.bkb.rnp.br,170.79.213.243,mxro-mxac-3g-allo.bkb.rnp.br,AC,TO,
1752188711,2025-07-10 20:05:11,4,170.79.213.243,mxro-mxac-3g-allo.bkb.rnp.br,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,AC,TO,
1752188711,2025-07-10 20:05:11,5,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,170.79.213.170,mxgo-cmt1-acessonline.bkb.rnp.br,AC,TO,
1752188711,2025-07-10 20:05:11,6,170.79.213.170,mxgo-cmt1-acessonline.bkb.rnp.br,170.79.213.208,cdf1-mxgo-brdigital.bkb.rnp.br,AC,TO,
1752188711,2025-07-10 20:05:11,7,170.79.213.208,cdf1-mxgo-brdigital.bkb.rnp.br,170.79.214.127,cdf2-cdf1.bkb.rnp.br,AC,TO,
1752188711,2025-07-10 20:05:11,8,170.79.214.127,cdf2-cdf1.bkb.rnp.br,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,AC,TO,
1752188711,2025-07-10 20:05:11,9,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,170.79.214.67,bto1-cto1.bkb.rnp.br,AC,TO,
1752188711,2025-07-10 20:05:11,10,170.79.214.67,bto1-cto1.bkb.rnp.br,200.139.26.243,to-pop-dt-sw-dc-1,AC,TO,TO
1752188711,2025-07-10 20:05:11,11,200.139.26.243,to-pop-dt-sw-dc-1,200.139.26.37,monipe-to-atraso.rnp.br,AC,TO,TO
1752189462,2025-07-10 20:17:42,1,200.139.7.252,No-Hostname,200.139.4.20,No-Hostname,AC,TO,AC
1752189462,2025-07-10 20:17:42,2,200.139.4.20,No-Hostname,170.79.214.218,mxac-bac1.bkb.rnp.br,AC,TO,AC
1752189462,2025-07-10 20:17:42,3,170.79.214.218,mxac-bac1.bkb.rnp.br,170.79.213.243,mxro-mxac-3g-allo.bkb.rnp.br,AC,TO,
1752189462,2025-07-10 20:17:42,4,170.79.213.243,mxro-mxac-3g-allo.bkb.rnp.br,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,AC,TO,
1752189462,2025-07-10 20:17:42,5,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,170.79.213.170,mxgo-cmt1-acessonline.bkb.rnp.br,AC,TO,
1752189462,2025-07-10 20:17:42,6,170.79.213.170,mxgo-cmt1-acessonline.bkb.rnp.br,170.79.213.208,cdf1-mxgo-brdigital.bkb.rnp.br,AC,TO,
1752189462,2025-07-10 20:17:42,7,170.79.213.208,cdf1-mxgo-brdigital.bkb.rnp.br,170.79.214.127,cdf2-cdf1.bkb.rnp.br,AC,TO,
1752189462,2025-07-10 20:17:42,8,170.79.214.127,cdf2-cdf1.bkb.rnp.br,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,AC,TO,
1752189462,2025-07-10 20:17:42,9,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,170.79.214.67,bto1-cto1.bkb.rnp.br,AC,TO,
1752189462,2025-07-10 20:17:42,10,170.79.214.67,bto1-cto1.bkb.rnp.br,200.139.26.243,to-pop-dt-sw-dc-1,AC,TO,TO
1752189462,2025-07-10 20:17:42,11,200.139.26.243,to-pop-dt-sw-dc-1,200.139.26.37,monipe-to-atraso.rnp.br,AC,TO,TO
1752189638,2025-07-10 20:20:38,1,200.139.7.252,No-Hostname,200.139.4.20,No-Hostname,AC,TO,AC
1752189638,2025-07-10 20:20:38,2,200.139.4.20,No-Hostname,170.79.214.218,mxac-bac1.bkb.rnp.br,AC,TO,AC
1752189638,2025-07-10 20:20:38,3,170.79.214.218,mxac-bac1.bkb.rnp.br,170.79.213.243,mxro-mxac-3g-allo.bkb.rnp.br,AC,TO,
1752189638,2025-07-10 20:20:38,4,170.79.213.243,mxro-mxac-3g-allo.bkb.rnp.br,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,AC,TO,
1752189638,2025-07-10 20:20:38,5,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,170.79.213.184,cdf1-cmt1-telebras.bkb.rnp.br,AC,TO,
1752189638,2025-07-10 20:20:38,6,170.79.213.184,cdf1-cmt1-telebras.bkb.rnp.br,170.79.214.127,cdf2-cdf1.bkb.rnp.br,AC,TO,
1752189638,2025-07-10 20:20:38,7,170.79.214.127,cdf2-cdf1.bkb.rnp.br,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,AC,TO,
1752189638,2025-07-10 20:20:38,8,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,170.79.214.67,bto1-cto1.bkb.rnp.br,AC,TO,
1752189638,2025-07-10 20:20:38,9,170.79.214.67,bto1-cto1.bkb.rnp.br,200.139.26.243,to-pop-dt-sw-dc-1,AC,TO,TO
1752189638,2025-07-10 20:20:38,10,200.139.26.243,to-pop-dt-sw-dc-1,200.139.26.37,monipe-to-atraso.rnp.br,AC,TO,TO
1752190337,2025-07-10 20:32:17,1,200.139.7.252,No-Hostname,200.139.4.20,No-Hostname,AC,TO,AC
1752190337,2025-07-10 20:32:17,2,200.139.4.20,No-Hostname,170.79.214.218,mxac-bac1.bkb.rnp.br,AC,TO,AC
1752190337,2025-07-10 20:32:17,3,170.79.214.218,mxac-bac1.bkb.rnp.br,170.79.213.243,mxro-mxac-3g-allo.bkb.rnp.br,AC,TO,
1752190337,2025-07-10 20:32:17,4,170.79.213.243,mxro-mxac-3g-allo.bkb.rnp.br,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,AC,TO,
1752190337,2025-07-10 20:32:17,5,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,170.79.213.184,cdf1-cmt1-telebras.bkb.rnp.br,AC,TO,
1752190337,2025-07-10 20:32:17,6,170.79.213.184,cdf1-cmt1-telebras.bkb.rnp.br,170.79.214.127,cdf2-cdf1.bkb.rnp.br,AC,TO,
1752190337,2025-07-10 20:32:17,7,170.79.214.127,cdf2-cdf1.bkb.rnp.br,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,AC,TO,
1752190337,2025-07-10 20:32:17,8,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,170.79.214.67,bto1-cto1.bkb.rnp.br,AC,TO,
1752190337,2025-07-10 20:32:17,9,170.79.214.67,bto1-cto1.bkb.rnp.br,200.139.26.243,to-pop-dt-sw-dc-1,AC,TO,TO
1752190337,2025-07-10 20:32:17,10,200.139.26.243,to-pop-dt-sw-dc-1,200.139.26.37,monipe-to-atraso.rnp.br,AC,TO,TO
1752191157,2025-07-10 20:45:57,1,200.139.7.252,No-Hostname,200.139.4.20,No-Hostname,AC,TO,AC
1752191157,2025-07-10 20:45:57,2,200.139.4.20,No-Hostname,170.79.214.218,mxac-bac1.bkb.rnp.br,AC,TO,AC
1752191157,2025-07-10 20:45:57,3,170.79.214.218,mxac-bac1.bkb.rnp.br,170.79.213.243,mxro-mxac-3g-allo.bkb.rnp.br,AC,TO,
1752191157,2025-07-10 20:45:57,4,170.79.213.243,mxro-mxac-3g-allo.bkb.rnp.br,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,AC,TO,
1752191157,2025-07-10 20:45:57,5,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,170.79.213.184,cdf1-cmt1-telebras.bkb.rnp.br,AC,TO,
1752191157,2025-07-10 20:45:57,6,170.79.213.184,cdf1-cmt1-telebras.bkb.rnp.br,170.79.214.127,cdf2-cdf1.bkb.rnp.br,AC,TO,
1752191157,2025-07-10 20:45:57,7,170.79.214.127,cdf2-cdf1.bkb.rnp.br,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,AC,TO,
1752191157,2025-07-10 20:45:57,8,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,170.79.214.67,bto1-cto1.bkb.rnp.br,AC,TO,
1752191157,2025-07-10 20:45:57,9,170.79.214.67,bto1-cto1.bkb.rnp.br,200.139.26.243,to-pop-dt-sw-dc-1,AC,TO,TO
1752191157,2025-07-10 20:45:57,10,200.139.26.243,to-pop-dt-sw-dc-1,200.139.26.37,monipe-to-atraso.rnp.br,AC,TO,TO
1752191896,2025-07-10 20:58:16,1,200.139.7.252,No-Hostname,200.139.4.20,No-Hostname,AC,TO,AC
1752191896,2025-07-10 20:58:16,2,200.139.4.20,No-Hostname,170.79.214.218,mxac-bac1.bkb.rnp.br,AC,TO,AC
1752191896,2025-07-10 20:58:16,3,170.79.214.218,mxac-bac1.bkb.rnp.br,200.143.252.165,ro-ac-oi.bkb.rnp.br,AC,TO,
1752191896,2025-07-10 20:58:16,4,200.143.252.165,ro-ac-oi.bkb.rnp.br,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,AC,TO,
1752191896,2025-07-10 20:58:16,5,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,170.79.213.184,cdf1-cmt1-telebras.bkb.rnp.br,AC,TO,
1752191896,2025-07-10 20:58:16,6,170.79.213.184,cdf1-cmt1-telebras.bkb.rnp.br,170.79.214.127,cdf2-cdf1.bkb.rnp.br,AC,TO,
1752191896,2025-07-10 20:58:16,7,170.79.214.127,cdf2-cdf1.bkb.rnp.br,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,AC,TO,
1752191896,2025-07-10 20:58:16,8,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,170.79.214.67,bto1-cto1.bkb.rnp.br,AC,TO,
1752191896,2025-07-10 20:58:16,9,170.79.214.67,bto1-cto1.bkb.rnp.br,200.139.26.243,to-pop-dt-sw-dc-1,AC,TO,TO
1752191896,2025-07-10 20:58:16,10,200.139.26.243,to-pop-dt-sw-dc-1,200.139.26.37,monipe-to-atraso.rnp.br,AC,TO,TO
1752192538,2025-07-10 21:08:58,1,200.139.7.252,No-Hostname,200.139.4.20,No-Hostname,AC,TO,AC
1752192538,2025-07-10 21:08:58,2,200.139.4.20,No-Hostname,170.79.214.218,mxac-bac1.bkb.rnp.br,AC,TO,AC
1752192538,2025-07-10 21:08:58,3,170.79.214.218,mxac-bac1.bkb.rnp.br,200.143.252.165,ro-ac-oi.bkb.rnp.br,AC,TO,
1752192538,2025-07-10 21:08:58,4,200.143.252.165,ro-ac-oi.bkb.rnp.br,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,AC,TO,
1752192538,2025-07-10 21:08:58,5,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,170.79.213.184,cdf1-cmt1-telebras.bkb.rnp.br,AC,TO,
1752192538,2025-07-10 21:08:58,6,170.79.213.184,cdf1-cmt1-telebras.bkb.rnp.br,170.79.214.127,cdf2-cdf1.bkb.rnp.br,AC,TO,
1752192538,2025-07-10 21:08:58,7,170.79.214.127,cdf2-cdf1.bkb.rnp.br,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,AC,TO,
1752192538,2025-07-10 21:08:58,8,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,170.79.214.67,bto1-cto1.bkb.rnp.br,AC,TO,
1752192538,2025-07-10 21:08:58,9,170.79.214.67,bto1-cto1.bkb.rnp.br,200.139.26.243,to-pop-dt-sw-dc-1,AC,TO,TO
1752192538,2025-07-10 21:08:58,10,200.139.26.243,to-pop-dt-sw-dc-1,200.139.26.37,monipe-to-atraso.rnp.br,AC,TO,TO
1752192886,2025-07-10 21:14:46,1,200.139.7.252,No-Hostname,200.139.4.20,No-Hostname,AC,TO,AC
1752192886,2025-07-10 21:14:46,2,200.139.4.20,No-Hostname,170.79.214.218,mxac-bac1.bkb.rnp.br,AC,TO,AC
1752192886,2025-07-10 21:14:46,3,170.79.214.218,mxac-bac1.bkb.rnp.br,200.143.252.165,ro-ac-oi.bkb.rnp.br,AC,TO,
1752192886,2025-07-10 21:14:46,4,200.143.252.165,ro-ac-oi.bkb.rnp.br,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,AC,TO,
1752192886,2025-07-10 21:14:46,5,170.79.213.200,cmt1-mxro-infobarra.bkb.rnp.br,170.79.213.184,cdf1-cmt1-telebras.bkb.rnp.br,AC,TO,
1752192886,2025-07-10 21:14:46,6,170.79.213.184,cdf1-cmt1-telebras.bkb.rnp.br,170.79.214.127,cdf2-cdf1.bkb.rnp.br,AC,TO,
1752192886,2025-07-10 21:14:46,7,170.79.214.127,cdf2-cdf1.bkb.rnp.br,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,AC,TO,
1752192886,2025-07-10 21:14:46,8,170.79.213.91,cto1-cdf2-tlb.bkb.rnp.br,170.79.214.67,bto1-cto1.bkb.rnp.br,AC,TO,
1752192886,2025-07-10 21:14:46,9,170.79.214.67,bto1-cto1.bkb.rnp.br,200.139.26.243,to-pop-dt-sw-dc-1,AC,TO,TO
1752192886,2025-07-10 21:14:46,10,200.139.26.243,to-pop-dt-sw-dc-1,200.139.26.37,monipe-to-atraso.rnp.br,AC,TO,TO
1752193623,2025-07-10 21:27:03,1,200.139.7.252,No-Hostname,200.139.4.20,No-Hostname,AC,TO,AC
1752193623,2025-07-10 21:27:03,2,200.139.4.20,No-Hostname,170.79.214.218,mxac-bac1.bkb.rnp.br,AC,TO,AC
1752193623,2025-07-10 21:27:03,3,170.79.214.218,mxac-bac1.bkb.rnp.br,200.143.252.165,ro-ac-oi.bkb.rnp.br,AC,TO,
