Timestamp,Datetime,HopHostnames
1749437705,2025-06-08 23:55:05,gateway;No-Hostname;cpa1-bpa1.bkb.rnp.br;cto1-cpa1-tlb.bkb.rnp.br;bto1-cto1.bkb.rnp.br;No-Hostname;No-Hostname;monipe-to-atraso.rnp.br
1749438151,2025-06-09 00:02:31,gateway;No-Hostname;cpa1-bpa1.bkb.rnp.br;cto1-cpa1-tlb.bkb.rnp.br;bto1-cto1.bkb.rnp.br;No-Hostname;No-Hostname;monipe-to-atraso.rnp.br
1749438579,2025-06-09 00:09:39,gateway;No-Hostname;cpa1-bpa1.bkb.rnp.br;cto1-cpa1-tlb.bkb.rnp.br;bto1-cto1.bkb.rnp.br;No-Hostname;No-Hostname;monipe-to-atraso.rnp.br
1749439328,2025-06-09 00:22:08,gateway;No-Hostname;cpa1-bpa1.bkb.rnp.br;cto1-cpa1-tlb.bkb.rnp.br;bto1-cto1.bkb.rnp.br;No-Hostname;No-Hostname;monipe-to-atraso.rnp.br
1749439878,2025-06-09 00:31:18,gateway;No-Hostname;cpa1-bpa1.bkb.rnp.br;cto1-cpa1-tlb.bkb.rnp.br;bto1-cto1.bkb.rnp.br;No-Hostname;No-Hostname;monipe-to-atraso.rnp.br
1749440416,2025-06-09 00:40:16,gateway;No-Hostname;cpa1-bpa1.bkb.rnp.br;cto1-cpa1-tlb.bkb.rnp.br;bto1-cto1.bkb.rnp.br;No-Hostname;No-Hostname;monipe-to-atraso.rnp.br
1749441265,2025-06-09 00:54:25,gateway;No-Hostname;cpa1-bpa1.bkb.rnp.br;cto1-cpa1-tlb.bkb.rnp.br;bto1-cto1.bkb.rnp.br;No-Hostname;No-Hostname;monipe-to-atraso.rnp.br
1749441914,2025-06-09 01:05:14,gateway;No-Hostname;cpa1-bpa1.bkb.rnp.br;cto1-cpa1-tlb.bkb.rnp.br;bto1-cto1.bkb.rnp.br;No-Hostname;No-Hostname;monipe-to-atraso.rnp.br
1749442316,2025-06-09 01:11:56,gateway;No-Hostname;cpa1-bpa1.bkb.rnp.br;cto1-cpa1-tlb.bkb.rnp.br;bto1-cto1.bkb.rnp.br;No-Hostname;No-Hostname;monipe-to-atraso.rnp.br
1749442772,2025-06-09 01:19:32,gateway;No-Hostname;cpa1-bpa1.bkb.rnp.br;cto1-cpa1-tlb.bkb.rnp.br;bto1-cto1.bkb.rnp.br;No-Hostname;No-Hostname;monipe-to-atraso.rnp.br
1749443293,2025-06-09 01:28:13,gateway;No-Hostname;cpa1-bpa1.bkb.rnp.br;cto1-cpa1-tlb.bkb.rnp.br;bto1-cto1.bkb.rnp.br;No-Hostname;No-Hostname;monipe-to-atraso.rnp.br
1749444051,2025-06-09 01:40:51,gateway;No-Hostname;cpa1-bpa1.bkb.rnp.br;cto1-cpa1-tlb.bkb.rnp.br;bto1-cto1.bkb.rnp.br;No-Hostname;No-Hostname;monipe-to-atraso.rnp.br
1749444583,2025-06-09 01:49:43,gateway;No-Hostname;cpa1-bpa1.bkb.rnp.br;cto1-cpa1-tlb.bkb.rnp.br;bto1-cto1.bkb.rnp.br;No-Hostname;No-Hostname;monipe-to-atraso.rnp.br
