Timestamp,Datetime,HopHostnames
1749868760,2025-06-13 23:39:20,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749869580,2025-06-13 23:53:00,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749870093,2025-06-14 00:01:33,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749870637,2025-06-14 00:10:37,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749871289,2025-06-14 00:21:29,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749871985,2025-06-14 00:33:05,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749872855,2025-06-14 00:47:35,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749873281,2025-06-14 00:54:41,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749873721,2025-06-14 01:02:01,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749874610,2025-06-14 01:16:50,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749875130,2025-06-14 01:25:30,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749875818,2025-06-14 01:36:58,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749876449,2025-06-14 01:47:29,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749876972,2025-06-14 01:56:12,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749877647,2025-06-14 02:07:27,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749877912,2025-06-14 02:11:52,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749878493,2025-06-14 02:21:33,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749879119,2025-06-14 02:31:59,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749879648,2025-06-14 02:40:48,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749880275,2025-06-14 02:51:15,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749880913,2025-06-14 03:01:53,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749881605,2025-06-14 03:13:25,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749882191,2025-06-14 03:23:11,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749882812,2025-06-14 03:33:32,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749883522,2025-06-14 03:45:22,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749883893,2025-06-14 03:51:33,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749884691,2025-06-14 04:04:51,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749885044,2025-06-14 04:10:44,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749885712,2025-06-14 04:21:52,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749886208,2025-06-14 04:30:08,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749887030,2025-06-14 04:43:50,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749887713,2025-06-14 04:55:13,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749887986,2025-06-14 04:59:46,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749888929,2025-06-14 05:15:29,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749889244,2025-06-14 05:20:44,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749890002,2025-06-14 05:33:22,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749890415,2025-06-14 05:40:15,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749891034,2025-06-14 05:50:34,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749891659,2025-06-14 06:00:59,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749892660,2025-06-14 06:17:40,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749892921,2025-06-14 06:22:01,No-Hostname;No-Hostname;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;No-Hostname;No-Hostname;No-Hostname;monipe-rj-atraso.rnp.br
1749893765,2025-06-14 06:36:05,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749894359,2025-06-14 06:45:59,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749894556,2025-06-14 06:49:16,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749895163,2025-06-14 06:59:23,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749896221,2025-06-14 07:17:01,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749896556,2025-06-14 07:22:36,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749897138,2025-06-14 07:32:18,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749897877,2025-06-14 07:44:37,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749898345,2025-06-14 07:52:25,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749899108,2025-06-14 08:05:08,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749899857,2025-06-14 08:17:37,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749900213,2025-06-14 08:23:33,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749900688,2025-06-14 08:31:28,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749901541,2025-06-14 08:45:41,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749902186,2025-06-14 08:56:26,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749902628,2025-06-14 09:03:48,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749903393,2025-06-14 09:16:33,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749903695,2025-06-14 09:21:35,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
1749904411,2025-06-14 09:33:31,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;brj1-crj1.bkb.rnp.br;No-Hostname;monipe-rj-atraso.rnp.br
